Accession,Length,Nuc_Completeness,Geo_Location
MW184018,29789,partial,Australia: Victoria
MW184019,29819,complete,Australia: Victoria
MW184020,29816,complete,Australia: Victoria
MW184021,29790,complete,Australia: Victoria
MW184022,29804,complete,Australia: Victoria
MW184023,29842,complete,Australia: Victoria
MW184024,29782,partial,Australia: Victoria
MW184025,29815,complete,Australia: Victoria
MW184026,29807,complete,Australia: Victoria
MW184027,29843,complete,Australia: Victoria
MW184028,29752,partial,Australia: Victoria
MW184029,29815,complete,Australia: Victoria
MW184030,29816,complete,Australia: Victoria
MW184031,29809,partial,Australia: Victoria
MW184032,29815,complete,Australia: Victoria
MW184033,29813,complete,Australia: Victoria
MW184034,29813,partial,Australia: Victoria
MW184035,29813,complete,Australia: Victoria
MW184036,29813,complete,Australia: Victoria
MW184037,29804,complete,Australia: Victoria
MW184038,29813,complete,Australia: Victoria
MW184039,29708,partial,Australia: Victoria
MW184040,29797,partial,Australia: Victoria
MW184041,29849,complete,Australia: Victoria
MW184042,29807,complete,Australia: Victoria
MW184043,29771,partial,Australia: Victoria
MW184044,29807,complete,Australia: Victoria
MW184045,29812,complete,Australia: Victoria
MW184046,29814,complete,Australia: Victoria
MW184047,29779,partial,Australia: Victoria
MW184048,29814,complete,Australia: Victoria
MW184049,29815,complete,Australia: Victoria
MW184050,29815,complete,Australia: Victoria
MW184051,29796,complete,Australia: Victoria
MW184052,29799,complete,Australia: Victoria
MW184053,29813,complete,Australia: Victoria
MW184054,29814,complete,Australia: Victoria
MW184055,29808,partial,Australia: Victoria
MW184056,29813,complete,Australia: Victoria
MW184057,29811,complete,Australia: Victoria
MW184058,29813,complete,Australia: Victoria
MW184059,29807,partial,Australia: Victoria
MW184060,29792,complete,Australia: Victoria
MW184061,29802,complete,Australia: Victoria
MW184062,29806,complete,Australia: Victoria
MW184063,29798,complete,Australia: Victoria
MW184064,29807,complete,Australia: Victoria
MW184065,29802,partial,Australia: Victoria
MW184066,29815,complete,Australia: Victoria
MW184067,29809,complete,Australia: Victoria
MW184068,29813,complete,Australia: Victoria
MW184069,29815,complete,Australia: Victoria
MW184070,29848,complete,Australia: Victoria
MW184071,29837,partial,Australia: Victoria
MW184072,29844,partial,Australia: Victoria
MW184073,29841,complete,Australia: Victoria
MW184074,29806,complete,Australia: Victoria
MW184075,29813,complete,Australia: Victoria
MW184076,29830,partial,Australia: Victoria
MW184077,29814,complete,Australia: Victoria
MW184078,29797,partial,Australia: Victoria
MW184079,29841,complete,Australia: Victoria
MW184080,29804,partial,Australia: Victoria
MW184081,29356,partial,Australia: Victoria
MW184082,29807,complete,Australia: Victoria
MW184083,29822,complete,Australia: Victoria
MW184084,29802,complete,Australia: Victoria
MW184085,29815,complete,Australia: Victoria
MW184086,29797,partial,Australia: Victoria
MW184087,29818,complete,Australia: Victoria
MW184088,29815,complete,Australia: Victoria
MW184089,29817,complete,Australia: Victoria
MW184090,29791,partial,Australia: Victoria
MW184091,29814,complete,Australia: Victoria
MW184092,29815,complete,Australia: Victoria
MW184093,29812,complete,Australia: Victoria
MW184094,29844,complete,Australia: Victoria
MW184095,29813,complete,Australia: Victoria
MW184096,29797,partial,Australia: Victoria
MW184097,29813,complete,Australia: Victoria
MW184098,29821,complete,Australia: Victoria
MW184099,29842,complete,Australia: Victoria
MW184100,29815,complete,Australia: Victoria
MW184101,29813,complete,Australia: Victoria
MW184102,29817,complete,Australia: Victoria
MW184103,29807,complete,Australia: Victoria
MW184104,29799,partial,Australia: Victoria
MW184105,29797,complete,Australia: Victoria
MW184106,29791,partial,Australia: Victoria
MW184107,29813,complete,Australia: Victoria
MW184108,29820,complete,Australia: Victoria
MW184109,29815,complete,Australia: Victoria
MW184110,29821,complete,Australia: Victoria
MW184111,29813,complete,Australia: Victoria
MW184112,29815,complete,Australia: Victoria
MW184113,29823,complete,Australia: Victoria
MW184114,29521,partial,Australia: Victoria
MW184115,29821,complete,Australia: Victoria
MW184116,29850,complete,Australia: Victoria
MW184117,29832,complete,Australia: Victoria
MW184118,29797,partial,Australia: Victoria
MW184119,29812,partial,Australia: Victoria
MW184120,29802,partial,Australia: Victoria
MW184121,29816,complete,Australia: Victoria
MW184122,29820,complete,Australia: Victoria
MW184123,29807,complete,Australia: Victoria
MW184124,29813,complete,Australia: Victoria
MW184125,29845,complete,Australia: Victoria
MW184126,29839,complete,Australia: Victoria
MW184127,29816,complete,Australia: Victoria
MW184128,29842,complete,Australia: Victoria
MW184129,29833,complete,Australia: Victoria
MW184130,29807,complete,Australia: Victoria
MW184131,29819,complete,Australia: Victoria
MW184132,29802,complete,Australia: Victoria
MW184133,29799,partial,Australia: Victoria
MW184134,29800,complete,Australia: Victoria
MW184135,29797,partial,Australia: Victoria
MW184136,29815,complete,Australia: Victoria
MW184137,29804,complete,Australia: Victoria
MW184138,29813,complete,Australia: Victoria
MW184139,29839,complete,Australia: Victoria
MW184140,29815,complete,Australia: Victoria
MW184141,29808,complete,Australia: Victoria
MW184142,29804,complete,Australia: Victoria
MW184143,29804,complete,Australia: Victoria
MW184144,29804,complete,Australia: Victoria
MW184145,29789,partial,Australia: Victoria
MW184146,29805,partial,Australia: Victoria
MW184147,29815,partial,Australia: Victoria
MW184148,29852,complete,Australia: Victoria
MW184149,29815,complete,Australia: Victoria
MW184150,29806,complete,Australia: Victoria
MW184151,29815,complete,Australia: Victoria
MW184152,29837,complete,Australia: Victoria
MW184153,29802,complete,Australia: Victoria
MW184154,29813,complete,Australia: Victoria
MW184155,29799,complete,Australia: Victoria
MW184156,29808,complete,Australia: Victoria
MW184157,29797,complete,Australia: Victoria
MW184158,29813,complete,Australia: Victoria
MW184159,29815,complete,Australia: Victoria
MW184160,29839,complete,Australia: Victoria
MW184161,29813,complete,Australia: Victoria
MW184162,29816,complete,Australia: Victoria
MW184163,29814,complete,Australia: Victoria
MW184164,29815,complete,Australia: Victoria
MW184165,29781,partial,Australia: Victoria
MW184166,29816,complete,Australia: Victoria
MW184167,29812,partial,Australia: Victoria
MW184168,29797,complete,Australia: Victoria
MW184169,29813,complete,Australia: Victoria
MW184170,29820,complete,Australia: Victoria
MW184171,29841,complete,Australia: Victoria
MW184172,29817,complete,Australia: Victoria
MW184173,29794,partial,Australia: Victoria
MW184174,29815,complete,Australia: Victoria
MW184175,29817,complete,Australia: Victoria
MW184176,29816,complete,Australia: Victoria
MW184177,29813,complete,Australia: Victoria
MW184178,29815,complete,Australia: Victoria
MW184179,29849,partial,Australia: Victoria
MW184180,29797,complete,Australia: Victoria
MW184181,29801,partial,Australia: Victoria
MW184182,29813,complete,Australia: Victoria
MW184183,29807,complete,Australia: Victoria
MW184184,29813,complete,Australia: Victoria
MW184185,29797,complete,Australia: Victoria
MW184186,29850,complete,Australia: Victoria
MW184187,29719,partial,Australia: Victoria
MW184188,29813,complete,Australia: Victoria
MW184189,29797,partial,Australia: Victoria
MW184190,29850,complete,Australia: Victoria
MW184191,29815,complete,Australia: Victoria
MW184192,29710,partial,Australia: Victoria
MW184193,29356,partial,Australia: Victoria
MW184194,29846,complete,Australia: Victoria
MW184195,29815,complete,Australia: Victoria
MW184196,29815,complete,Australia: Victoria
MW184197,29813,complete,Australia: Victoria
MW184198,29818,complete,Australia: Victoria
MW184199,29815,complete,Australia: Victoria
MW184200,29800,complete,Australia: Victoria
MW184201,29804,complete,Australia: Victoria
MW184202,29840,complete,Australia: Victoria
MW184203,29819,complete,Australia: Victoria
MW184204,29799,partial,Australia: Victoria
MW184205,29803,complete,Australia: Victoria
MW184206,29814,complete,Australia: Victoria
MW184207,29797,complete,Australia: Victoria
MW184208,29813,complete,Australia: Victoria
MW184209,29815,complete,Australia: Victoria
MW184210,29794,partial,Australia: Victoria
MW184211,29799,partial,Australia: Victoria
MW184212,29815,complete,Australia: Victoria
MW184213,29815,complete,Australia: Victoria
MW184214,29786,complete,Australia: Victoria
MW184215,29804,complete,Australia: Victoria
MW184216,29813,complete,Australia: Victoria
MW184217,29802,complete,Australia: Victoria
MW184218,29813,complete,Australia: Victoria
MW184219,29844,complete,Australia: Victoria
MW184220,29851,complete,Australia: Victoria
MW184221,29792,partial,Australia: Victoria
MW184222,29813,complete,Australia: Victoria
MW184223,29808,complete,Australia: Victoria
MW184224,29782,partial,Australia: Victoria
MW184225,29797,partial,Australia: Victoria
MW184226,29813,complete,Australia: Victoria
MW184227,29789,partial,Australia: Victoria
MW184228,29806,complete,Australia: Victoria
MW184229,29802,partial,Australia: Victoria
MW184230,29815,complete,Australia: Victoria
MW184231,29797,complete,Australia: Victoria
MW184232,29811,complete,Australia: Victoria
MW184233,29813,complete,Australia: Victoria
MW184234,29814,complete,Australia: Victoria
MW184235,29815,complete,Australia: Victoria
MW184236,29815,complete,Australia: Victoria
MW184237,29771,partial,Australia: Victoria
MW184238,29828,complete,Australia: Victoria
MW184239,29815,complete,Australia: Victoria
MW184240,29708,partial,Australia: Victoria
MW184241,29815,complete,Australia: Victoria
MW184242,29515,partial,Australia: Victoria
MW184243,29814,complete,Australia: Victoria
MW184244,29813,complete,Australia: Victoria
MW184245,29808,complete,Australia: Victoria
MW184246,29764,partial,Australia: Victoria
MW184247,29807,complete,Australia: Victoria
MW184248,29844,complete,Australia: Victoria
MW184249,29803,complete,Australia: Victoria
MW184250,29812,complete,Australia: Victoria
MW184251,29797,partial,Australia: Victoria
MW184252,29816,complete,Australia: Victoria
MW184253,29851,partial,Australia: Victoria
MW184254,29847,complete,Australia: Victoria
MW184255,29813,complete,Australia: Victoria
MW184256,29813,complete,Australia: Victoria
MW184257,29815,complete,Australia: Victoria
MW184258,29814,complete,Australia: Victoria
MW184259,29813,complete,Australia: Victoria
MW184260,29805,complete,Australia: Victoria
MW184261,29817,complete,Australia: Victoria
MW184262,29799,partial,Australia: Victoria
MW184263,29812,complete,Australia: Victoria
MW184264,29818,complete,Australia: Victoria
MW184265,29789,partial,Australia: Victoria
MW184266,29816,complete,Australia: Victoria
MW184267,29796,complete,Australia: Victoria
MW184268,29815,complete,Australia: Victoria
MW184269,29806,complete,Australia: Victoria
MW184270,29813,complete,Australia: Victoria
MW184271,29815,complete,Australia: Victoria
MW184272,29797,complete,Australia: Victoria
MW184273,29788,complete,Australia: Victoria
MW184274,29796,complete,Australia: Victoria
MW184275,29811,complete,Australia: Victoria
MW184276,29767,complete,Australia: Victoria
MW184277,29808,complete,Australia: Victoria
MW184278,29797,complete,Australia: Victoria
MW184279,29815,complete,Australia: Victoria
MW184280,29815,complete,Australia: Victoria
MW184281,29803,complete,Australia: Victoria
MW184282,29813,complete,Australia: Victoria
MW184283,29781,complete,Australia: Victoria
MW184284,29793,complete,Australia: Victoria
MW184285,29755,partial,Australia: Victoria
MW184286,29799,complete,Australia: Victoria
MW184287,29791,partial,Australia: Victoria
MW184288,29816,complete,Australia: Victoria
MW184289,29812,complete,Australia: Victoria
MW184290,29804,complete,Australia: Victoria
MW184291,29815,complete,Australia: Victoria
MW184292,29797,partial,Australia: Victoria
MW184293,29821,complete,Australia: Victoria
MW184294,29813,complete,Australia: Victoria
MW184295,29804,complete,Australia: Victoria
MW184296,29766,partial,Australia: Victoria
MW184297,29813,complete,Australia: Victoria
MW184298,29815,complete,Australia: Victoria
MW184299,29812,complete,Australia: Victoria
MW184300,29803,complete,Australia: Victoria
MW184301,29797,complete,Australia: Victoria
MW184302,29808,complete,Australia: Victoria
MW184303,29799,partial,Australia: Victoria
MW184304,29763,partial,Australia: Victoria
MW184305,29818,complete,Australia: Victoria
MW184306,29804,complete,Australia: Victoria
MW184307,29814,complete,Australia: Victoria
MW184308,29802,complete,Australia: Victoria
MW184309,29797,partial,Australia: Victoria
MW184310,29806,complete,Australia: Victoria
MW184311,29846,complete,Australia: Victoria
MW184312,29802,partial,Australia: Victoria
MW184313,29804,partial,Australia: Victoria
MW184314,29803,complete,Australia: Victoria
MW184315,29797,complete,Australia: Victoria
MW184316,29799,partial,Australia: Victoria
MW184317,29808,complete,Australia: Victoria
MW184318,29813,complete,Australia: Victoria
MW184319,29802,partial,Australia: Victoria
MW184320,29816,complete,Australia: Victoria
MW184321,29817,complete,Australia: Victoria
MW184322,29813,complete,Australia: Victoria
MW184323,29821,complete,Australia: Victoria
MW184324,29799,partial,Australia: Victoria
MW184325,29813,complete,Australia: Victoria
MW184326,29805,complete,Australia: Victoria
MW184327,29812,complete,Australia: Victoria
MW184328,29807,complete,Australia: Victoria
MW184329,29817,complete,Australia: Victoria
MW184330,29845,complete,Australia: Victoria
MW184331,29808,partial,Australia: Victoria
MW184332,29791,complete,Australia: Victoria
MW184333,29817,complete,Australia: Victoria
MW184334,29804,partial,Australia: Victoria
MW184335,29847,complete,Australia: Victoria
MW184336,29815,complete,Australia: Victoria
MW184337,29808,complete,Australia: Victoria
MW184338,29791,partial,Australia: Victoria
MW184339,29818,complete,Australia: Victoria
MW184340,29812,complete,Australia: Victoria
MW184341,29804,complete,Australia: Victoria
MW184342,29778,partial,Australia: Victoria
MW184343,29815,complete,Australia: Victoria
MW184344,29814,complete,Australia: Victoria
MW184345,29809,complete,Australia: Victoria
MW184346,29813,complete,Australia: Victoria
MW184347,29807,complete,Australia: Victoria
MW184348,29804,partial,Australia: Victoria
MW184349,29813,complete,Australia: Victoria
MW184350,29808,complete,Australia: Victoria
MW184351,29821,complete,Australia: Victoria
MW184352,29805,complete,Australia: Victoria
MW184353,29802,complete,Australia: Victoria
MW184354,29812,complete,Australia: Victoria
MW184355,29787,partial,Australia: Victoria
MW184356,29803,complete,Australia: Victoria
MW184357,29812,complete,Australia: Victoria
MW184358,29851,complete,Australia: Victoria
MW184359,29818,complete,Australia: Victoria
MW184360,29814,complete,Australia: Victoria
MW184361,29854,complete,Australia: Victoria
MW184362,29814,partial,Australia: Victoria
MW184363,29813,complete,Australia: Victoria
MW184364,29656,partial,Australia: Victoria
MW184365,29813,complete,Australia: Victoria
MW184366,29812,complete,Australia: Victoria
MW184367,29811,complete,Australia: Victoria
MW184368,29848,complete,Australia: Victoria
MW184369,29797,partial,Australia: Victoria
MW184370,29792,complete,Australia: Victoria
MW184371,29816,complete,Australia: Victoria
MW184372,29807,complete,Australia: Victoria
MW184373,29825,complete,Australia: Victoria
MW184374,29816,complete,Australia: Victoria
MW184375,29773,partial,Australia: Victoria
MW184376,29797,complete,Australia: Victoria
MW184377,29813,complete,Australia: Victoria
MW184378,29791,complete,Australia: Victoria
MW184379,29804,complete,Australia: Victoria
MW184380,29806,complete,Australia: Victoria
MW184381,29807,complete,Australia: Victoria
MW184382,29819,complete,Australia: Victoria
MW184383,29813,complete,Australia: Victoria
MW184384,29813,complete,Australia: Victoria
MW184385,29818,complete,Australia: Victoria
MW184386,29358,partial,Australia: Victoria
MW184387,29807,complete,Australia: Victoria
MW184388,29816,complete,Australia: Victoria
MW184389,29813,complete,Australia: Victoria
MW184390,29800,complete,Australia: Victoria
MW184391,29840,partial,Australia: Victoria
MW184392,29847,complete,Australia: Victoria
MW184393,29813,complete,Australia: Victoria
MW184394,29819,complete,Australia: Victoria
MW184395,29806,partial,Australia: Victoria
MW184396,29815,complete,Australia: Victoria
MW184397,29804,complete,Australia: Victoria
